16 Melanoma y otra neoplasia maligna de la piel,Total:,, 256 , 253 , 3 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 1 , 2 , 14 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , 4 , 1 , 3 , 27 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 11 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 13 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 23 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 2 , 1 , - , 2 , 2 , 3 , 2 , 4 , 60 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , - , 12 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 5 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 129 , 127 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 4 , 1 , 2 , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , 6 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 14 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , 2 , 1 , - , 3 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 127 , 126 , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , 1 , 8 , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , 6 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 9 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 2 , 2 , 1 , 32 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 7 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 Neoplasia maligna de la mama,Total:,, 760 , 755 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 3 , 3 , 2 , 15 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 3 , 1 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 1 , - , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , 2 , 3 , 5 , 6 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 4 , 2 , 4 , 1 , 4 , - , - , - , - , - , - , - , - , 1 , - , - , 3 , 2 , 4 , 2 , 1 , 6 , - , - , - , - , - , - , - , - , - , 1 , 6 , 17 , 12 , 22 , 27 , 25 , 27 , 84 , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , 2 , 4 , 3 , 2 , 4 , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 2 , 1 , 5 , 3 , 3 , 10 , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 4 , 4 , 2 , 5 , 1 , 13 , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 6 , 2 , 8 , 8 , 16 , 4 , 29 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , 5 , 7 , 16 , 15 , 14 , 12 , 18 , 99 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 3 , 1 , 2 , 2 , 3 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 2 , 4 , 2 , 1 , 6 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 759 , 754 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 3 , 3 , 2 , 15 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 3 , 1 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 2 , 1 , - , 1 , 7 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , 2 , 3 , 5 , 6 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 4 , 2 , 4 , 1 , 4 , - , - , - , - , - , - , - , - , 1 , - , - , 3 , 2 , 4 , 2 , 1 , 6 , - , - , - , - , - , - , - , - , - , 1 , 6 , 17 , 12 , 22 , 27 , 25 , 27 , 84 , - , - , - , - , - , - , - , - , - , 1 , 2 , 4 , 2 , 4 , 3 , 2 , 4 , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , 2 , 1 , 5 , 3 , 3 , 10 , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 4 , 4 , 2 , 5 , 1 , 13 , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 6 , 2 , 8 , 8 , 16 , 4 , 29 , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 1 , 5 , 7 , 16 , 15 , 14 , 12 , 18 , 99 , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 3 , 1 , 2 , 2 , 3 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 2 , - , - , 1 , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 2 , 4 , 2 , 1 , 5 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , 1 , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Neoplasia maligna del útero,Total:,, 882 , 872 , 5 , 5 , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 3 , 7 , 5 , 3 , 26 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 1 , 1 , 3 , 6 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , 1 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 3 , 1 , 3 , 5 , 4 , 7 , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , 5 , 2 , 2 , 1 , 11 , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , 2 , 1 , 3 , 2 , 25 , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 3 , 4 , 2 , 3 , 5 , 8 , - , - , - , - , - , - , - , - , - , 4 , 12 , 12 , 19 , 23 , 19 , 35 , 15 , 95 , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 1 , 3 , 3 , 6 , 20 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 4 , 3 , 3 , 5 , 16 , - , - , - , - , - , - , - , - , - , 2 , 1 , 8 , 6 , 2 , 6 , 4 , 15 , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 6 , 4 , 4 , 4 , 9 , 5 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 1 , 1 , - , 4 , - , - , - , - , - , - , - , - , 2 , - , 2 , - , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 2 , 7 , 8 , 15 , 8 , 10 , 16 , 13 , 68 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 9 , 5 , 2 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , 1 , 4 , 1 , 5 , 5 , 5 , 2 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 2 , - , 6 , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Hombre, 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mujer, 881 , 871 , 5 , 5 , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , 3 , 7 , 5 , 3 , 26 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 3 , 1 , 1 , 3 , 6 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , 1 , - , 4 , - , - , - , - , - , - , - , - , - , - , 1 , - , 2 , 3 , 1 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 3 , 1 , 3 , 5 , 4 , 7 , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , 5 , 2 , 2 , 1 , 11 , - , - , - , - , - , - , - , - , - , - , 1 , - , 3 , 2 , 1 , 3 , 2 , 25 , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 3 , 4 , 2 , 3 , 5 , 8 , - , - , - , - , - , - , - , - , - , 4 , 12 , 12 , 19 , 23 , 19 , 35 , 15 , 94 , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 1 , 3 , 3 , 6 , 20 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 1 , 4 , 3 , 3 , 5 , 16 , - , - , - , - , - , - , - , - , - , 2 , 1 , 8 , 6 , 2 , 6 , 4 , 15 , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 6 , 4 , 4 , 4 , 9 , 5 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , 1 , 1 , - , 4 , - , - , - , - , - , - , - , - , 2 , - , 2 , - , - , - , 2 , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 2 , - , - , - , - , - , - , - , - , - , 2 , 7 , 8 , 15 , 8 , 10 , 16 , 13 , 68 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 2 , 9 , 5 , 2 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , 1 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 2 , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , 1 , 4 , 1 , 5 , 5 , 5 , 2 , 11 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 2 , 2 , - , 6 , - , - , - , - , - , 1 , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Neoplasia maligna del ovario,Total:,, 266 , 263 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 2 , 2 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , 1 , - , 1 , 3 , 2 , 3 , 2 , 12 , 7 , 5 , 27 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 2 , 1 , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 3 , 1 , 6 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 1 , 2 , 4 , 7 , 10 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 , 1 , 2 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 4 , - , 4 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , - , - , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
, Sexo,Mujer, 266 , 263 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , - , 1 , 3 , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , 2 , 2 , 2 , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 4 , - , - , - , - , - , - , - , - , - , - , 2 , - , - , 1 , - , - , 4 , - , - , - , - , - , - , - , 1 , - , 1 , 3 , 2 , 3 , 2 , 12 , 7 , 5 , 27 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , 2 , 1 , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 3 , - , 9 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , 1 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 3 , 1 , 6 , 10 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 1 , - , - , - , - , - , - , - , - , - , 1 , - , 1 , 1 , 1 , 2 , 4 , 7 , 10 , 28 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 2 , 1 , 1 , 2 , 8 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 1 , 4 , - , 4 , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 2 , - , - , 2 , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Neoplasia maligna de la próstata,Total:,," 1,152 "," 1,128 ", 19 , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 52 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 13 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 19 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 21 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 1 , - , 40 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 39 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 3 , 42 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 5 , 30 , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 2 , 9 , 16 , 253 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , - , 43 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , 2 , 52 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , 67 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 1 , 4 , 111 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 2 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 4 , 6 , 172 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 3 , 4 , 42 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , 4 , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , - , - , - , 5 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 1 , 3 , 32 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , 12 , - , - , - , - , - , - , - , - , - , - , - , - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
